Entity,Code,Day,people_vaccinated_per_hundred,145610-annotations
New Caledonia,NCL,2021-08-09,24.56,
New Caledonia,NCL,2021-08-16,25.52,
New Caledonia,NCL,2021-08-23,26.96,
New Caledonia,NCL,2021-08-31,28.51,
New Caledonia,NCL,2021-09-07,29.88,
New Caledonia,NCL,2021-09-14,35.1,
New Caledonia,NCL,2021-09-21,44.18,
New Caledonia,NCL,2021-09-28,48.95,
New Caledonia,NCL,2021-10-05,53.11,
New Caledonia,NCL,2021-10-12,56.64,
New Caledonia,NCL,2021-10-18,59.47,
New Caledonia,NCL,2021-10-25,60.4,
New Caledonia,NCL,2021-11-01,61.13,
New Caledonia,NCL,2021-11-08,61.57,
New Caledonia,NCL,2021-11-15,61.83,
New Caledonia,NCL,2021-11-22,62.31,
New Caledonia,NCL,2021-11-30,62.83,
New Zealand,NZL,2021-02-14,0,
New Zealand,NZL,2021-02-18,0,
New Zealand,NZL,2021-02-19,0,
New Zealand,NZL,2021-02-20,0,
New Zealand,NZL,2021-02-21,0,
New Zealand,NZL,2021-02-22,0.01,
New Zealand,NZL,2021-02-23,0.02,
New Zealand,NZL,2021-02-24,0.03,
New Zealand,NZL,2021-02-25,0.06,
New Zealand,NZL,2021-02-26,0.09,
New Zealand,NZL,2021-02-27,0.11,
New Zealand,NZL,2021-02-28,0.13,
New Zealand,NZL,2021-03-01,0.16,
New Zealand,NZL,2021-03-02,0.19,
New Zealand,NZL,2021-03-03,0.23,
New Zealand,NZL,2021-03-04,0.26,
New Zealand,NZL,2021-03-05,0.28,
New Zealand,NZL,2021-03-06,0.29,
New Zealand,NZL,2021-03-07,0.3,
New Zealand,NZL,2021-03-08,0.33,
New Zealand,NZL,2021-03-09,0.35,
New Zealand,NZL,2021-03-10,0.38,
New Zealand,NZL,2021-03-11,0.41,
New Zealand,NZL,2021-03-12,0.43,
New Zealand,NZL,2021-03-13,0.44,
New Zealand,NZL,2021-03-14,0.45,
New Zealand,NZL,2021-03-15,0.48,
New Zealand,NZL,2021-03-16,0.52,
New Zealand,NZL,2021-03-17,0.55,
New Zealand,NZL,2021-03-18,0.58,
New Zealand,NZL,2021-03-19,0.62,
New Zealand,NZL,2021-03-20,0.63,
New Zealand,NZL,2021-03-21,0.65,
New Zealand,NZL,2021-03-22,0.67,
New Zealand,NZL,2021-03-23,0.7,
New Zealand,NZL,2021-03-24,0.74,
New Zealand,NZL,2021-03-25,0.77,
New Zealand,NZL,2021-03-26,0.84,
New Zealand,NZL,2021-03-27,0.86,
New Zealand,NZL,2021-03-28,0.87,
New Zealand,NZL,2021-03-29,0.95,
New Zealand,NZL,2021-03-30,1.03,
New Zealand,NZL,2021-03-31,1.14,
New Zealand,NZL,2021-04-01,1.24,
New Zealand,NZL,2021-04-02,1.27,
New Zealand,NZL,2021-04-03,1.3,
New Zealand,NZL,2021-04-04,1.31,
New Zealand,NZL,2021-04-05,1.33,
New Zealand,NZL,2021-04-06,1.4,
New Zealand,NZL,2021-04-07,1.5,
New Zealand,NZL,2021-04-08,1.63,
New Zealand,NZL,2021-04-09,1.73,
New Zealand,NZL,2021-04-10,1.8,
New Zealand,NZL,2021-04-11,1.84,
New Zealand,NZL,2021-04-12,1.96,
New Zealand,NZL,2021-04-13,2.1,
New Zealand,NZL,2021-04-14,2.22,
New Zealand,NZL,2021-04-15,2.36,
New Zealand,NZL,2021-04-16,2.49,
New Zealand,NZL,2021-04-17,2.57,
New Zealand,NZL,2021-04-18,2.6,
New Zealand,NZL,2021-04-19,2.7,
New Zealand,NZL,2021-04-20,2.82,
New Zealand,NZL,2021-04-21,2.95,
New Zealand,NZL,2021-04-22,3.08,
New Zealand,NZL,2021-04-23,3.24,
New Zealand,NZL,2021-04-24,3.3,
New Zealand,NZL,2021-04-25,3.33,
New Zealand,NZL,2021-04-26,3.36,
New Zealand,NZL,2021-04-27,3.49,
New Zealand,NZL,2021-04-28,3.63,
New Zealand,NZL,2021-04-29,3.78,
New Zealand,NZL,2021-04-30,3.94,
New Zealand,NZL,2021-05-01,4.01,
New Zealand,NZL,2021-05-02,4.04,
New Zealand,NZL,2021-05-03,4.16,
New Zealand,NZL,2021-05-04,4.33,
New Zealand,NZL,2021-05-05,4.51,
New Zealand,NZL,2021-05-06,4.69,
New Zealand,NZL,2021-05-07,4.88,
New Zealand,NZL,2021-05-08,4.97,
New Zealand,NZL,2021-05-09,5,
New Zealand,NZL,2021-05-10,5.14,
New Zealand,NZL,2021-05-11,5.32,
New Zealand,NZL,2021-05-12,5.5,
New Zealand,NZL,2021-05-13,5.69,
New Zealand,NZL,2021-05-14,5.87,
New Zealand,NZL,2021-05-15,5.94,
New Zealand,NZL,2021-05-16,5.98,
New Zealand,NZL,2021-05-17,6.12,
New Zealand,NZL,2021-05-18,6.31,
New Zealand,NZL,2021-05-19,6.48,
New Zealand,NZL,2021-05-20,6.65,
New Zealand,NZL,2021-05-21,6.81,
New Zealand,NZL,2021-05-22,6.9,
New Zealand,NZL,2021-05-23,6.95,
New Zealand,NZL,2021-05-24,7.09,
New Zealand,NZL,2021-05-25,7.28,
New Zealand,NZL,2021-05-26,7.49,
New Zealand,NZL,2021-05-27,7.68,
New Zealand,NZL,2021-05-28,7.9,
New Zealand,NZL,2021-05-29,8.01,
New Zealand,NZL,2021-05-30,8.08,
New Zealand,NZL,2021-05-31,8.25,
New Zealand,NZL,2021-06-01,8.49,
New Zealand,NZL,2021-06-02,8.73,
New Zealand,NZL,2021-06-03,9.01,
New Zealand,NZL,2021-06-04,9.24,
New Zealand,NZL,2021-06-05,9.36,
New Zealand,NZL,2021-06-06,9.43,
New Zealand,NZL,2021-06-07,9.51,
New Zealand,NZL,2021-06-08,9.77,
New Zealand,NZL,2021-06-09,9.9,
New Zealand,NZL,2021-06-10,10.18,
New Zealand,NZL,2021-06-11,10.41,
New Zealand,NZL,2021-06-12,10.56,
New Zealand,NZL,2021-06-13,10.64,
New Zealand,NZL,2021-06-14,10.85,
New Zealand,NZL,2021-06-15,11.1,
New Zealand,NZL,2021-06-16,11.38,
New Zealand,NZL,2021-06-17,11.64,
New Zealand,NZL,2021-06-18,11.86,
New Zealand,NZL,2021-06-19,12,
New Zealand,NZL,2021-06-20,12.08,
New Zealand,NZL,2021-06-21,12.26,
New Zealand,NZL,2021-06-22,12.48,
New Zealand,NZL,2021-06-23,12.74,
New Zealand,NZL,2021-06-24,12.96,
New Zealand,NZL,2021-06-25,13.15,
New Zealand,NZL,2021-06-26,13.32,
New Zealand,NZL,2021-06-27,13.39,
New Zealand,NZL,2021-06-28,13.58,
New Zealand,NZL,2021-06-29,13.8,
New Zealand,NZL,2021-06-30,14.05,
New Zealand,NZL,2021-07-01,14.3,
New Zealand,NZL,2021-07-02,14.49,
New Zealand,NZL,2021-07-03,14.64,
New Zealand,NZL,2021-07-04,14.71,
New Zealand,NZL,2021-07-05,14.86,
New Zealand,NZL,2021-07-06,15.05,
New Zealand,NZL,2021-07-07,15.27,
New Zealand,NZL,2021-07-08,15.51,
New Zealand,NZL,2021-07-09,15.73,
New Zealand,NZL,2021-07-10,15.91,
New Zealand,NZL,2021-07-11,16,
New Zealand,NZL,2021-07-12,16.19,
New Zealand,NZL,2021-07-13,16.42,
New Zealand,NZL,2021-07-14,16.68,
New Zealand,NZL,2021-07-15,16.94,
New Zealand,NZL,2021-07-16,17.17,
New Zealand,NZL,2021-07-17,17.35,
New Zealand,NZL,2021-07-18,17.46,
New Zealand,NZL,2021-07-19,17.72,
New Zealand,NZL,2021-07-20,18.09,
New Zealand,NZL,2021-07-21,18.49,
New Zealand,NZL,2021-07-22,18.88,
New Zealand,NZL,2021-07-23,19.27,
New Zealand,NZL,2021-07-24,19.6,
New Zealand,NZL,2021-07-25,19.78,
New Zealand,NZL,2021-07-26,20.18,
New Zealand,NZL,2021-07-27,20.72,
New Zealand,NZL,2021-07-28,21.29,
New Zealand,NZL,2021-07-29,21.84,
New Zealand,NZL,2021-07-30,22.46,
New Zealand,NZL,2021-07-31,23.04,
New Zealand,NZL,2021-08-01,23.39,
New Zealand,NZL,2021-08-02,23.89,
New Zealand,NZL,2021-08-03,24.48,
New Zealand,NZL,2021-08-04,25.12,
New Zealand,NZL,2021-08-05,25.69,
New Zealand,NZL,2021-08-06,26.28,
New Zealand,NZL,2021-08-07,26.83,
New Zealand,NZL,2021-08-08,27.14,
New Zealand,NZL,2021-08-09,27.66,
New Zealand,NZL,2021-08-10,28.27,
New Zealand,NZL,2021-08-11,28.9,
New Zealand,NZL,2021-08-12,29.53,
New Zealand,NZL,2021-08-13,30.14,
New Zealand,NZL,2021-08-14,30.74,
New Zealand,NZL,2021-08-15,31.1,
New Zealand,NZL,2021-08-16,31.69,
New Zealand,NZL,2021-08-17,32.39,
New Zealand,NZL,2021-08-18,32.4,
New Zealand,NZL,2021-08-19,32.82,
New Zealand,NZL,2021-08-20,33.58,
New Zealand,NZL,2021-08-21,34.33,
New Zealand,NZL,2021-08-22,34.88,
New Zealand,NZL,2021-08-23,35.8,
New Zealand,NZL,2021-08-24,36.96,
New Zealand,NZL,2021-08-25,38.2,
New Zealand,NZL,2021-08-26,39.53,
New Zealand,NZL,2021-08-27,40.85,
New Zealand,NZL,2021-08-28,41.96,
New Zealand,NZL,2021-08-29,42.68,
New Zealand,NZL,2021-08-30,43.75,
New Zealand,NZL,2021-08-31,44.91,
New Zealand,NZL,2021-09-01,46.16,
New Zealand,NZL,2021-09-02,47.43,
New Zealand,NZL,2021-09-03,48.64,
New Zealand,NZL,2021-09-04,49.74,
New Zealand,NZL,2021-09-05,50.27,
New Zealand,NZL,2021-09-06,51.15,
New Zealand,NZL,2021-09-07,52.13,
New Zealand,NZL,2021-09-08,53.08,
New Zealand,NZL,2021-09-09,53.99,
New Zealand,NZL,2021-09-10,54.86,
New Zealand,NZL,2021-09-11,55.62,
New Zealand,NZL,2021-09-12,56.02,
New Zealand,NZL,2021-09-13,56.7,
New Zealand,NZL,2021-09-14,57.47,
New Zealand,NZL,2021-09-15,58.26,
New Zealand,NZL,2021-09-16,58.99,
New Zealand,NZL,2021-09-17,59.64,
New Zealand,NZL,2021-09-18,60.21,
New Zealand,NZL,2021-09-19,60.49,
New Zealand,NZL,2021-09-20,60.98,
New Zealand,NZL,2021-09-21,61.52,
New Zealand,NZL,2021-09-22,62,
New Zealand,NZL,2021-09-23,62.42,
New Zealand,NZL,2021-09-24,62.79,
New Zealand,NZL,2021-09-25,63.17,
New Zealand,NZL,2021-09-26,63.34,
New Zealand,NZL,2021-09-27,63.59,
New Zealand,NZL,2021-09-28,63.85,
New Zealand,NZL,2021-09-29,64.13,
New Zealand,NZL,2021-09-30,64.41,
New Zealand,NZL,2021-10-01,64.65,
New Zealand,NZL,2021-10-02,64.9,
New Zealand,NZL,2021-10-03,65.04,
New Zealand,NZL,2021-10-04,65.33,
New Zealand,NZL,2021-10-05,65.68,
New Zealand,NZL,2021-10-06,66.06,
New Zealand,NZL,2021-10-07,66.45,
New Zealand,NZL,2021-10-08,66.81,
New Zealand,NZL,2021-10-09,67.17,
New Zealand,NZL,2021-10-10,67.35,
New Zealand,NZL,2021-10-11,67.65,
New Zealand,NZL,2021-10-12,68,
New Zealand,NZL,2021-10-13,68.31,
New Zealand,NZL,2021-10-14,68.61,
New Zealand,NZL,2021-10-15,68.88,
New Zealand,NZL,2021-10-16,69.66,
New Zealand,NZL,2021-10-17,69.78,
New Zealand,NZL,2021-10-18,69.98,
New Zealand,NZL,2021-10-19,70.18,
New Zealand,NZL,2021-10-20,70.39,
New Zealand,NZL,2021-10-21,70.59,
New Zealand,NZL,2021-10-22,70.81,
New Zealand,NZL,2021-10-23,71.05,
New Zealand,NZL,2021-10-24,71.15,
New Zealand,NZL,2021-10-25,71.22,
New Zealand,NZL,2021-10-26,71.44,
New Zealand,NZL,2021-10-27,71.65,
New Zealand,NZL,2021-10-28,71.91,
New Zealand,NZL,2021-10-29,72.13,
New Zealand,NZL,2021-10-30,72.34,
New Zealand,NZL,2021-10-31,72.44,
New Zealand,NZL,2021-11-01,72.58,
New Zealand,NZL,2021-11-02,72.73,
New Zealand,NZL,2021-11-03,72.86,
New Zealand,NZL,2021-11-04,72.99,
New Zealand,NZL,2021-11-05,73.12,
New Zealand,NZL,2021-11-06,73.27,
New Zealand,NZL,2021-11-07,73.33,
New Zealand,NZL,2021-11-08,73.43,
New Zealand,NZL,2021-11-09,73.55,
New Zealand,NZL,2021-11-10,73.67,
New Zealand,NZL,2021-11-11,73.8,
New Zealand,NZL,2021-11-12,73.92,
New Zealand,NZL,2021-11-13,74.06,
New Zealand,NZL,2021-11-14,74.16,
New Zealand,NZL,2021-11-15,74.31,
New Zealand,NZL,2021-11-16,74.44,
New Zealand,NZL,2021-11-17,74.56,
New Zealand,NZL,2021-11-18,74.69,
New Zealand,NZL,2021-11-19,74.83,
New Zealand,NZL,2021-11-20,74.95,
New Zealand,NZL,2021-11-21,75.01,
New Zealand,NZL,2021-11-22,75.1,
New Zealand,NZL,2021-11-23,75.23,
New Zealand,NZL,2021-11-24,75.36,
New Zealand,NZL,2021-11-25,75.49,
New Zealand,NZL,2021-11-26,75.6,
New Zealand,NZL,2021-11-27,75.72,
New Zealand,NZL,2021-11-28,75.8,
New Zealand,NZL,2021-11-29,75.92,
New Zealand,NZL,2021-11-30,76.06,
New Zealand,NZL,2021-12-04,76.6,
Nicaragua,NIC,2021-03-01,0,
Nicaragua,NIC,2021-04-14,0.92,
Nicaragua,NIC,2021-04-24,2.02,
Nicaragua,NIC,2021-05-07,2.48,
Nicaragua,NIC,2021-05-21,2.5,
Nicaragua,NIC,2021-07-16,3.77,
Nicaragua,NIC,2021-08-17,5.71,
Nicaragua,NIC,2021-08-20,6.15,
Nicaragua,NIC,2021-08-27,6.61,
Nicaragua,NIC,2021-09-03,6.92,
Nicaragua,NIC,2021-09-10,7.11,
Nicaragua,NIC,2021-09-17,7.32,
Nicaragua,NIC,2021-09-25,7.49,
Nicaragua,NIC,2021-10-01,8.3,
Nicaragua,NIC,2021-10-08,10.02,
Nicaragua,NIC,2021-10-22,14.09,
Nicaragua,NIC,2021-11-05,18.64,
Nicaragua,NIC,2021-11-19,57.33,
Nicaragua,NIC,2021-12-01,60.48,
Niger,NER,2021-03-28,0,
Niger,NER,2021-04-17,0.01,
Niger,NER,2021-05-12,0.27,
Niger,NER,2021-05-18,0.46,
Niger,NER,2021-05-26,0.61,
Niger,NER,2021-06-08,0.68,
Niger,NER,2021-06-14,0.69,
Niger,NER,2021-06-24,0.89,
Niger,NER,2021-08-09,1.56,
Niger,NER,2021-08-16,1.6,
Niger,NER,2021-08-23,1.61,
Niger,NER,2021-09-22,1.62,
Niger,NER,2021-09-29,1.62,
Niger,NER,2021-10-10,1.71,
Niger,NER,2021-10-15,1.91,
Niger,NER,2021-10-27,1.99,
Niger,NER,2021-11-14,2.01,
Niger,NER,2021-11-28,2.02,
Nigeria,NGA,2021-03-04,0,
Nigeria,NGA,2021-03-15,0,
Nigeria,NGA,2021-03-24,0.13,
Nigeria,NGA,2021-03-28,0.24,
Nigeria,NGA,2021-03-31,0.34,
Nigeria,NGA,2021-04-01,0.39,
Nigeria,NGA,2021-04-06,0.46,
Nigeria,NGA,2021-04-14,0.49,
Nigeria,NGA,2021-04-15,0.5,
Nigeria,NGA,2021-04-16,0.51,
Nigeria,NGA,2021-04-18,0.52,
Nigeria,NGA,2021-04-19,0.52,
Nigeria,NGA,2021-04-20,0.53,
Nigeria,NGA,2021-04-21,0.54,
Nigeria,NGA,2021-04-22,0.54,
Nigeria,NGA,2021-04-23,0.55,
Nigeria,NGA,2021-04-24,0.55,
Nigeria,NGA,2021-04-25,0.55,
Nigeria,NGA,2021-04-26,0.56,
Nigeria,NGA,2021-04-27,0.56,
Nigeria,NGA,2021-04-28,0.56,
Nigeria,NGA,2021-05-01,0.58,
Nigeria,NGA,2021-05-02,0.58,
Nigeria,NGA,2021-05-03,0.59,
Nigeria,NGA,2021-05-04,0.59,
Nigeria,NGA,2021-05-05,0.6,
Nigeria,NGA,2021-05-06,0.61,
Nigeria,NGA,2021-05-07,0.76,
Nigeria,NGA,2021-05-08,0.78,
Nigeria,NGA,2021-05-09,0.79,
Nigeria,NGA,2021-05-10,0.8,
Nigeria,NGA,2021-05-11,0.81,
Nigeria,NGA,2021-05-12,0.83,
Nigeria,NGA,2021-05-13,0.83,
Nigeria,NGA,2021-05-14,0.84,
Nigeria,NGA,2021-05-15,0.85,
Nigeria,NGA,2021-05-16,0.86,
Nigeria,NGA,2021-05-17,0.86,
Nigeria,NGA,2021-05-18,0.87,
Nigeria,NGA,2021-05-19,0.89,
Nigeria,NGA,2021-05-20,0.9,
Nigeria,NGA,2021-05-21,0.9,
Nigeria,NGA,2021-05-22,0.91,
Nigeria,NGA,2021-05-23,0.91,
Nigeria,NGA,2021-05-25,0.91,
Nigeria,NGA,2021-05-26,0.92,
Nigeria,NGA,2021-05-27,0.92,
Nigeria,NGA,2021-05-28,0.92,
Nigeria,NGA,2021-05-29,0.92,
Nigeria,NGA,2021-05-30,0.93,
Nigeria,NGA,2021-05-31,0.93,
Nigeria,NGA,2021-06-01,0.93,
Nigeria,NGA,2021-06-02,0.93,
Nigeria,NGA,2021-06-04,0.93,
Nigeria,NGA,2021-06-15,0.94,
Nigeria,NGA,2021-06-24,0.99,
Nigeria,NGA,2021-06-28,1.06,
Nigeria,NGA,2021-07-05,1.17,
Nigeria,NGA,2021-07-12,1.2,
Nigeria,NGA,2021-08-09,1.21,
Nigeria,NGA,2021-08-28,1.3,
Nigeria,NGA,2021-08-31,1.42,
Nigeria,NGA,2021-09-05,1.64,
Nigeria,NGA,2021-09-06,1.7,
Nigeria,NGA,2021-09-12,1.9,
Nigeria,NGA,2021-09-15,1.96,
Nigeria,NGA,2021-09-19,2.09,
Nigeria,NGA,2021-09-22,2.12,
Nigeria,NGA,2021-09-25,2.22,
Nigeria,NGA,2021-09-30,2.27,
Nigeria,NGA,2021-10-07,2.35,
Nigeria,NGA,2021-10-14,2.42,
Nigeria,NGA,2021-10-18,2.53,
Nigeria,NGA,2021-10-21,2.57,
Nigeria,NGA,2021-10-23,2.61,
Nigeria,NGA,2021-10-28,2.65,
Nigeria,NGA,2021-10-31,2.69,
Nigeria,NGA,2021-11-04,2.72,
Nigeria,NGA,2021-11-10,2.73,
Nigeria,NGA,2021-11-11,2.75,
Nigeria,NGA,2021-11-18,2.81,
Nigeria,NGA,2021-11-21,2.88,
Nigeria,NGA,2021-11-24,2.93,
Nigeria,NGA,2021-11-25,2.99,
Nigeria,NGA,2021-12-02,3.09,
Niue,NIU,2021-06-21,0,
Niue,NIU,2021-06-29,43.25,
Niue,NIU,2021-07-06,73.36,
Niue,NIU,2021-08-02,74.47,
North America,,2020-12-13,0,
North America,,2020-12-14,0,
North America,,2020-12-15,0.01,
North America,,2020-12-16,0.04,
North America,,2020-12-17,0.08,
North America,,2020-12-18,0.15,
North America,,2020-12-19,0.18,
North America,,2020-12-20,0.2,
North America,,2020-12-21,0.26,
North America,,2020-12-22,0.34,
North America,,2020-12-23,0.43,
North America,,2020-12-24,0.47,
North America,,2020-12-25,0.47,
North America,,2020-12-26,0.49,
North America,,2020-12-27,0.51,
North America,,2020-12-28,0.61,
North America,,2020-12-29,0.73,
North America,,2020-12-30,0.87,
North America,,2020-12-31,0.94,
North America,,2021-01-01,0.95,
North America,,2021-01-02,1,
North America,,2021-01-03,1.02,
North America,,2021-01-04,1.13,
North America,,2021-01-05,1.25,
North America,,2021-01-06,1.4,
North America,,2021-01-07,1.55,
North America,,2021-01-08,1.7,
North America,,2021-01-09,1.77,
North America,,2021-01-10,1.8,
North America,,2021-01-11,1.93,
North America,,2021-01-12,2.09,
North America,,2021-01-13,2.28,
North America,,2021-01-14,2.5,
North America,,2021-01-15,2.72,
North America,,2021-01-16,2.82,
North America,,2021-01-17,2.87,
North America,,2021-01-18,2.99,
North America,,2021-01-19,3.16,
North America,,2021-01-20,3.36,
North America,,2021-01-21,3.59,
North America,,2021-01-22,3.84,
North America,,2021-01-23,3.97,
North America,,2021-01-24,4.03,
North America,,2021-01-25,4.18,
North America,,2021-01-26,4.36,
North America,,2021-01-27,4.57,
North America,,2021-01-28,4.81,
North America,,2021-01-29,5.04,
North America,,2021-01-30,5.17,
North America,,2021-01-31,5.22,
North America,,2021-02-01,5.36,
North America,,2021-02-02,5.52,
North America,,2021-02-03,5.73,
North America,,2021-02-04,5.97,
North America,,2021-02-05,6.2,
North America,,2021-02-06,6.34,
North America,,2021-02-07,6.39,
North America,,2021-02-08,6.54,
North America,,2021-02-09,6.71,
North America,,2021-02-10,6.92,
North America,,2021-02-11,7.14,
North America,,2021-02-12,7.37,
North America,,2021-02-13,7.52,
North America,,2021-02-14,7.58,
North America,,2021-02-15,7.69,
North America,,2021-02-16,7.85,
North America,,2021-02-17,8.04,
North America,,2021-02-18,8.18,
North America,,2021-02-19,8.36,
North America,,2021-02-20,8.48,
North America,,2021-02-21,8.53,
North America,,2021-02-22,8.66,
North America,,2021-02-23,8.82,
North America,,2021-02-24,9.06,
North America,,2021-02-25,9.35,
North America,,2021-02-26,9.67,
North America,,2021-02-27,9.9,
North America,,2021-02-28,10.01,
North America,,2021-03-01,10.24,
North America,,2021-03-02,10.52,
North America,,2021-03-03,10.84,
North America,,2021-03-04,11.19,
North America,,2021-03-05,11.58,
North America,,2021-03-06,11.84,
North America,,2021-03-07,11.97,
North America,,2021-03-08,12.25,
North America,,2021-03-09,12.62,
North America,,2021-03-10,13.06,
North America,,2021-03-11,13.47,
North America,,2021-03-12,13.94,
North America,,2021-03-13,14.23,
North America,,2021-03-14,14.38,
North America,,2021-03-15,14.68,
North America,,2021-03-16,15.03,
North America,,2021-03-17,15.47,
North America,,2021-03-18,15.92,
North America,,2021-03-19,16.32,
North America,,2021-03-20,16.66,
North America,,2021-03-21,16.81,
North America,,2021-03-22,17.14,
North America,,2021-03-23,17.51,
North America,,2021-03-24,17.97,
North America,,2021-03-25,18.4,
North America,,2021-03-26,18.83,
North America,,2021-03-27,19.13,
North America,,2021-03-28,19.27,
North America,,2021-03-29,19.63,
North America,,2021-03-30,20,
North America,,2021-03-31,20.57,
North America,,2021-04-01,21.04,
North America,,2021-04-02,21.53,
North America,,2021-04-03,21.84,
North America,,2021-04-04,21.93,
North America,,2021-04-05,22.29,
North America,,2021-04-06,22.76,
North America,,2021-04-07,23.28,
North America,,2021-04-08,23.86,
North America,,2021-04-09,24.36,
North America,,2021-04-10,24.72,
North America,,2021-04-11,24.91,
North America,,2021-04-12,25.29,
North America,,2021-04-13,25.73,
North America,,2021-04-14,26.15,
North America,,2021-04-15,26.55,
North America,,2021-04-16,26.93,
North America,,2021-04-17,27.19,
North America,,2021-04-18,27.33,
North America,,2021-04-19,27.57,
North America,,2021-04-20,27.87,
North America,,2021-04-21,28.19,
North America,,2021-04-22,28.55,
North America,,2021-04-23,28.87,
North America,,2021-04-24,29.11,
North America,,2021-04-25,29.25,
North America,,2021-04-26,29.49,
North America,,2021-04-27,29.74,
North America,,2021-04-28,30.01,
North America,,2021-04-29,30.28,
North America,,2021-04-30,30.54,
North America,,2021-05-01,30.72,
North America,,2021-05-02,30.81,
North America,,2021-05-03,30.99,
North America,,2021-05-04,31.23,
North America,,2021-05-05,31.49,
North America,,2021-05-06,31.76,
North America,,2021-05-07,32.04,
North America,,2021-05-08,32.2,
North America,,2021-05-09,32.29,
North America,,2021-05-10,32.46,
North America,,2021-05-11,32.68,
North America,,2021-05-12,32.93,
North America,,2021-05-13,33.24,
North America,,2021-05-14,33.52,
North America,,2021-05-15,33.75,
North America,,2021-05-16,34.03,
North America,,2021-05-17,34.29,
North America,,2021-05-18,34.56,
North America,,2021-05-19,34.91,
North America,,2021-05-20,35.27,
North America,,2021-05-21,35.62,
North America,,2021-05-22,35.9,
North America,,2021-05-23,36.06,
North America,,2021-05-24,36.3,
North America,,2021-05-25,36.51,
North America,,2021-05-26,36.81,
North America,,2021-05-27,36.98,
North America,,2021-05-28,37.41,
North America,,2021-05-29,37.61,
North America,,2021-05-30,37.76,
North America,,2021-05-31,37.93,
North America,,2021-06-01,38.17,
North America,,2021-06-02,38.46,
North America,,2021-06-03,38.72,
North America,,2021-06-04,38.99,
North America,,2021-06-05,39.18,
North America,,2021-06-06,39.27,
North America,,2021-06-07,39.48,
North America,,2021-06-08,39.66,
North America,,2021-06-09,39.91,
North America,,2021-06-10,40.05,
North America,,2021-06-11,40.25,
North America,,2021-06-12,40.37,
North America,,2021-06-13,40.45,
North America,,2021-06-14,40.61,
North America,,2021-06-15,40.76,
North America,,2021-06-16,40.89,
North America,,2021-06-17,41.05,
North America,,2021-06-18,41.21,
North America,,2021-06-19,41.32,
North America,,2021-06-20,41.38,
North America,,2021-06-21,41.53,
North America,,2021-06-22,41.73,
North America,,2021-06-23,41.91,
North America,,2021-06-24,42.09,
North America,,2021-06-25,42.26,
North America,,2021-06-26,42.34,
North America,,2021-06-27,42.39,
North America,,2021-06-28,42.53,
North America,,2021-06-29,42.69,
North America,,2021-06-30,42.87,
North America,,2021-07-01,43.02,
North America,,2021-07-02,43.2,
North America,,2021-07-03,43.26,
North America,,2021-07-04,43.31,
North America,,2021-07-05,43.45,
North America,,2021-07-06,43.65,
North America,,2021-07-07,43.81,
North America,,2021-07-08,43.98,
North America,,2021-07-09,44.16,
North America,,2021-07-10,44.24,
North America,,2021-07-11,44.28,
North America,,2021-07-12,44.43,
North America,,2021-07-13,44.61,
North America,,2021-07-14,44.8,
North America,,2021-07-15,44.97,
North America,,2021-07-16,45.17,
North America,,2021-07-17,45.27,
North America,,2021-07-18,45.34,
North America,,2021-07-19,45.49,
North America,,2021-07-20,45.64,
North America,,2021-07-21,45.84,
North America,,2021-07-22,46.07,
North America,,2021-07-23,46.37,
North America,,2021-07-24,46.61,
North America,,2021-07-25,46.78,
North America,,2021-07-26,47.04,
North America,,2021-07-27,47.27,
North America,,2021-07-28,47.58,
North America,,2021-07-29,47.86,
North America,,2021-07-30,48.22,
North America,,2021-07-31,48.49,
North America,,2021-08-01,48.67,
North America,,2021-08-02,48.86,
North America,,2021-08-03,49.13,
North America,,2021-08-04,49.35,
North America,,2021-08-05,49.62,
North America,,2021-08-06,49.89,
North America,,2021-08-07,49.98,
North America,,2021-08-08,50.13,
North America,,2021-08-09,50.32,
North America,,2021-08-10,50.48,
North America,,2021-08-11,50.64,
North America,,2021-08-12,50.86,
North America,,2021-08-13,51.13,
North America,,2021-08-14,51.32,
North America,,2021-08-15,51.46,
North America,,2021-08-16,51.66,
North America,,2021-08-17,51.83,
North America,,2021-08-18,52.08,
North America,,2021-08-19,52.25,
North America,,2021-08-20,52.42,
North America,,2021-08-21,52.53,
North America,,2021-08-22,52.6,
North America,,2021-08-23,52.74,
North America,,2021-08-24,52.89,
North America,,2021-08-25,53.19,
North America,,2021-08-26,53.33,
North America,,2021-08-27,53.5,
North America,,2021-08-28,53.6,
North America,,2021-08-29,53.68,
North America,,2021-08-30,53.8,
North America,,2021-08-31,53.95,
North America,,2021-09-01,54.1,
North America,,2021-09-02,54.23,
North America,,2021-09-03,54.36,
North America,,2021-09-04,54.51,
North America,,2021-09-05,54.57,
North America,,2021-09-06,54.65,
North America,,2021-09-07,54.82,
North America,,2021-09-08,54.93,
North America,,2021-09-09,55.13,
North America,,2021-09-10,55.38,
North America,,2021-09-11,55.52,
North America,,2021-09-12,55.61,
North America,,2021-09-13,55.76,
North America,,2021-09-14,55.9,
North America,,2021-09-15,56.04,
North America,,2021-09-16,56.18,
North America,,2021-09-17,56.31,
North America,,2021-09-18,56.45,
North America,,2021-09-19,56.54,
North America,,2021-09-20,56.69,
North America,,2021-09-21,56.81,
North America,,2021-09-22,56.93,
